id,text,sentiment,human_sentiment
408,Every student deserves a chance @apple #connected #txed,0,neutral
409,Is Apple The Most Important Stock On Earth?  http://t.co/1X62rp5R8y #aapl http://t.co/3YtD8Iz62i,0,neutral
410,@Apple I had a power cord problem- under warranty. You said it would be fine. It isn't. And now you won't replace it? http://t.co/fW3BoW53dj,-1,negative
411,I just had 40% now I have 8% wtf @apple,-1,negative
412,RT @QueenCleo_92: Why are your phone chargers so terrible @apple Fix this @Jesus,-1,negative
413,@SheLovesQuez @Apple you must not like em,0,neutral
414,So @apple wouldn't fix my phone and claims that I didn't tell them to screen was fucked.,-1,negative
415,REPORT: #Apple Wants Fashion And Luxury Experts To Help Sell The #AppleWatch #aapl http://t.co/I1UpTiCF0i http://t.co/rorXfmpPSk,0,neutral
416,@THE_HIIT_COACH We'll use it. But we know that feeling only too well of waiting for your app to be approved by @Apple #LikeWatchingPaintDry,0,neutral
417,@Apple store #nyc I am honored to be here. #travel http://t.co/JnbCd79z1b,1,positive
418,Even the @Apple #NYC flagship store wasn't spared a visit from the #EricGarner protests @verge: http://t.co/xEuDG7rAN7,0,neutral
419,"Early Movers: ANF, TJX, TGT, LYV, #AAPL &amp; more: These are the stocks posting the largest moves before the bell. http://t.co/Rwjm3lpzRN",0,neutral
420,"Dear @Apple all I want for Xmas is for iOS 8 to stop crashing my iPad.  Signed, Cindy Lou Who of Whoville #apple",-1,negative
421,@apple @drdre next big thing. Wireless earbuds. Aka earplugs with sound. Soundplugs,0,neutral
422,iMessage isn't working thanks @apple,-1,negative
423,@apple DUCK OFF,-1,negative
424,"Today's Show On Demand features @LawyerPeteSchulte on #PoliceBodyCameras; @Apple opening in #Toledo, &amp; Hot 5 at 5! http://t.co/rKHubWeRjX",0,neutral
425,"Dear @Amazon, if @Apple could do it, you can too! http://t.co/l9vbG8JXcL",0,neutral
426,"@wastwater1 l agree with you, they're about as robust as a chocolate fire guard @Apple @traffordcentre",-1,negative
427,'Not a book on how @Apple or @Starbucks grow global brands. This is your book on how to grow your #stickybrand ' http://t.co/aJt29u9Bt1,0,neutral
428,@MhDaDon @Apple I haven't decided yet. I might get bourgeois about it,0,neutral
429,"dear @apple, 

why oh why do I have to baby sit copying files in the POS Finder? it's not like copying files is hard. oh wait, it's you.",-1,negative
430,@CHAYILTrading #ChartOfTheDay Apple #AAPL http://t.co/QRVLWmGw1Z,0,neutral
431,RT @ColtonObrian: My phone died on 23% @apple what the fuck is this,-1,negative
432,Apple ! @apple http://t.co/tCfTmuauMY,0,neutral
433,@whereiscooldude @Apple I kind of thought that before hand,0,neutral
434,but when is @apple gonna let me italicize,0,neutral
435,Short Menu 3.1 now live in the @apple #appstore. @floschliep,0,neutral
436,What if @Apple bought Telsa? Talent is key. Cook has access to Musk's bright mind on a permanent basis. Read more: http://t.co/nxhkHTGJ4L,0,neutral
437,"RT @JPDesloges: Apple mass transit system for Maps detailed in new patent $AAPL #aapl
http://t.co/YhwWoUBR3Q",0,neutral
438,@waywardhem @Apple I totally agree,0,neutral
439,@tim_cook @therealjonyive #iosissues @ios8problems @Apple More issues. Now safari. I want jobs quality control back. http://t.co/W2754JV0dI,-1,negative
440,@agiletortoise Once again @apple is inconsistent with app rules to maintain their Plausible Deniability. Sorry to hear that Greg @draftsapp,-1,negative
441,Hope @Apple &amp; #iOS will allow compact views for 3rd party keyboards like #SwiftKey and #Swype do on #Android.,0,neutral
442,just need @apple to come out with a charger cord that keep a charge &amp; don't fall apart http://t.co/VZ8HDbMzlu,-1,negative
443,Will #Apple and #Facebook Crush #Google? | The Motley Fool #aapl #fb #goog http://t.co/Me8RLrIoDf,0,neutral
444,I love my #iphone6 @apple #MobilePhone http://t.co/5AJVSQXGDn http://t.co/kLwBBWIp0o,1,positive
445,Day 12 without access to my @iTunes passwd. Apple 'working on it'. No new apps or calendar. @apple ecosystem has achilles? Your move @google,-1,negative
446,Since Steve jobs left this world.. I have been having problems with my: #iphone5 #ipad2 #G5macpro @apple is done.. http://t.co/E4YLHjtK93,-1,negative
447,fuck u @apple,-1,negative
448,Feed My Ego (Futter Mein Ego) iPhone 4/4S Tough Ca  COMPUTING &amp; COMMUNICATION  Melasdesign http://t.co/jbVgROMp3p @cafepress @iphone @apple,0,neutral
449,god dammit fuck you @apple,-1,negative
450,RT @ppropp: Our buddies @ArccosGolf are at eye level in the @apple store #startups @ctnext @StamfordiCenter #nice http://t.co/r3j9yZ5G8u,0,neutral
451,@tim_cook Not happy with @Apple @AppStore Backwards compatibility should be a given.  It is for my other apps why not Aperture?? Money Grab?,-1,negative
452,@Apple store on 5th ave http://t.co/oIxg0YpFn9,0,neutral
453,"Here are @SFBJEditor 5 things to know today, including who is hoarding the @Apple #iPhone6 http://t.co/lwacRDp3vU",0,neutral
454,@MacRumors @kellyhodgkins I believe it I bought an @amazon Fire TV for $69 @Apple You've lost another customer,-1,negative
455,T-MOBILE/IPHONE LTE PHONE CALL WORK-AROUND http://t.co/rctGxbHpJH #iPhone6 #TMobile #Apple @apple #tech #smartphone http://t.co/nBlIiAW1JU,0,neutral
456,The 10 Most Important Differences Between #Macs And #PCs #aapl http://t.co/vSxUcX6vyx http://t.co/97huQ31qPT,0,neutral
457,"@Apple Sales@ IMac 24inch 2007 updated with Yosi... great family device, refurbished.. 鶯330.00 3 Month Warranty... http://t.co/hJ3fM4MxmN",0,neutral
458,"Morgan Stanley Sells #Apple Inc., but #AAPL Stock Still a Buy: #aapl stock news Morgan Stanley Sells Apple Inc... http://t.co/Q20LTF26Uz",0,neutral
459,RT @abdinsyakirin: '@apple : Hey you wanna use iFon Siks? Jas follow @rizalscandal and u will get it! ',0,neutral
460,"In emails, Jobs determined to keep iPod Apple-only  $AAPL #aapl
http://t.co/JwK4grA7Zq",0,neutral
461,Steve Jobs Predicted Future Of E-Commerce Back In 1996 &amp; Got It Exactly Right! http://t.co/w7q2G2SCbH via @sai #ecommerce #AAPL,1,positive
462,@pwilke @google @Apple @facebook ughhhh can @uber just see itself out already.,0,neutral
463,IM SICK OF YOUR FUCKING SHIT @apple,-1,negative
464,"EU: Nice iPhone ya got there. Pity if something were to happen to it.
http://t.co/vpn1gWZi2r @Apple @applenws @iPhone_News",0,neutral
465,I could really kick @apple 's ass. This iPhone 6 battery sucks moldy dick on a Tuesday night ! Worst shit ever. Only last 4 fucking hours.,-1,negative
466,RT @unstanningzarry: my phone keeps fucking freezing @apple,-1,negative
467,MasterCard Teams Up With Gwen Stefani to Promote Apple Pay and 'Priceless Surprises' http://t.co/8SqKEuVjp5 #AAPL,0,neutral
468,.@Apple USE THIS 4 UR NEXT AD #funconvo http://t.co/rjPyqmFlWa,0,neutral
469,"RT @Republican_Priv: @OneRepublic @Apple Take us down and we keep trying,
Forty thousand feet, keep flying",0,neutral
470,"JMP raises Apple price target from $130 to $150, reasons why here: http://t.co/XOTExD9Y4o  #JMP #AAPL #Stocks #WallStreet",0,neutral
471,.@Apple patents new reflex drop technology for #Mobile devices|learn how this could come in handy #MobileDose http://t.co/BSGtvfPc5B,0,neutral
472,dear @Apple get your shit together,-1,negative
473,@Apple Pay = Compuserve | BTC = the internet,0,neutral
474,Loving my @apple #iPhone6Plus even though I've hyperextended my thumb reaching for the top Apps #thestruggleisreal,1,positive
475,Could #Apple Inc. Sell 24 Million #AppleWatches in 2015? | The Motley Fool #aapl http://t.co/JA0hy8d4U3,0,neutral
476,. @apple why is my computer so slow,-1,negative
477,"@Apple [#Apple]'s #IPhone6Plus captures Christmas at the #White House. (#Friday, 5 #December) http://t.co/4EXisKMcMV",0,neutral
478,"Apple Hiring Maps Engineer to Work on Improved Community Crowdsourcing, Siri/Passbook Integration http://t.co/0zAAAPH873 #AAPL",0,neutral
479,First @Apple employee: The remarkable odyssey of Bill Fernandez via @techrepublic  http://t.co/Kj4GDYMrqw,0,neutral
480,#AAPL:5 companies growing faster than Apple...//rss.cnn.com/~r/rss/money_latest/~3/n1Ps4CmqWL4/index.html,0,neutral
481,"Apple: $115 fits to 8.4% increase in earnings. Use 2014Q3 EPS=$1.42 in  #free IOS App Donkey Stocks. #AAPL
https://t.co/8CBUgrEHZS",0,neutral
482,@Jman98jlb @San0529 my phone does it automatically for some reason. Kinda dumb. Thanks @Apple,-1,negative
483,dang this phone fuckin sucks. fuck you @apple!!! piece of shit iPhone man. y'all disappoint me.,-1,negative
484,"My phone died at 8%, why would you let this happen @apple?",-1,negative
485,@apple @iBooks is awesome. Thank You!,1,positive
486,"In case of accident, stay safe with our free @Apple app #Winnipeg http://t.co/wYJVGqW6qT",0,neutral
487,@dougluberts @drakecraytel @Apple it is a universal problem with 128gb models. Some people think there will be a total recall.,-1,negative
488,#AAPL:Exchange iPhone for Passport and Receive Up to $550...http://t.co/dIskJKI4Ch,0,neutral
489,@apple and @VerizonSupport the support I received for my iPad tonight was ridiculous going in circles with no solution smh,-1,negative
490,"Updated to Yosemite on two machines. Both are now painfully slow. Thanks, @Apple.",-1,negative
491,"@sacca If #simplicity was hard to charge for, why is #AAPL the most valuable company? #ipad",0,neutral
492,"Ha, poor @apple trying to make its iPad and MacBook look useful in its commercials. Not even close to the power of @surface Pro 3",-1,negative
493,Jeff Daniels in Talks to Play Former Apple CEO John Sculley in Aaron Sorkin's Steve Jobs Movie [Mac Blog] http://t.co/qg1CP2ozaW #AAPL,0,neutral
494,We're so excited to be named to @Apple's 'App Store Best of 2014' list this year! http://t.co/d7qlmti4Uf #Apple,1,positive
495,Is there ever going to be a moment y'all are going to fix the battery? Mine goes from 100% to 22% in an hour. @apple,-1,negative
496,#Apple in the Dock: $1 Billion Antitrust Claim Casts #SteveJobs as Conspirator #aapl http://t.co/qZaTiTlR26,-1,negative
497,"Tim Cook Shows Off Apple Watch to Chinese Internet Official, Discusses Security Issues http://t.co/4nrcjqs75m #AAPL",0,neutral
498,@Econsultancy on @Apple: the #customer #journey from #search to #checkout https://t.co/wKiiSW3oS6 #CX #UX #ecommerce #casestudy,0,neutral
499,"HOW TO: Make a realistic, song-length drum track using @apple Logic Pro X Drummer: http://t.co/5o26s4ZrqC #ProAudio http://t.co/PNlkoLdie6",0,neutral
500,@apple @verizon where the fuck is my phone it shouldn't take this long.,-1,negative
501,"Happily, @apple restored my faith in them today at their Arndale Store following my earlier complaint.",1,positive
502,"@jengolbeck @Apple introducing iGlove, an Apple product allowing one to single-handedly operate an iPhone 6.",0,neutral
503,Phone just died while it was plug in. @apple what the hell?,-1,negative
504,#AAPL:Apple's iPhone 6 China Unicom Lead-Times...http://t.co/UGTZfd2Huj,0,neutral
505,"@OneRepublic @Apple Hahha All Apple Users have the Same Problem /

Low Batteries..",-1,negative
506,Lets go shopping!!! @apple http://t.co/uTFUHuoJIi,1,positive
507,@jakeflem @Apple Try booting while holding Command R and see if you can do a disk repair,0,neutral
508,"Steve #Wozniak on #Apple, the Computer Revolution, and Working With #SteveJobs - Businessweek #aapl http://t.co/DvUBLAZ9x4",0,neutral
509,#iPhone5s is the best mobile that I have had. That's easy It is only that works and It is wonderfull! Thanks @apple @tim_cook,1,positive
510,"Watch the weekend's new TV ads from @RadioShack, @Apple and more http://t.co/cKdkibI6PL",0,neutral
511,@kaitlynpearle @Apple get android,0,neutral
512,"RT @elnuevoherald: Steve Jobs, clave en juicio contra @Apple 
http://t.co/IcEOFgkm1q http://t.co/eDiR5Mahxn",0,neutral
513,So @Apple just gave me a huge middle finger to the face,-1,negative
514,@stevewoz @Outback Its good to see you doing these videos on apple ii and doing possible @apple related projects is all very exciting.,1,positive
515,"iPhone 6 Shipping Times Drop to 3-5 Days $AAPL #aapl
http://t.co/7BU5WzQ1EE",0,neutral
516,Lol dying @apple http://t.co/EP8hQb2O2H,0,neutral
517,"'@OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/QjxG0DilPO'",0,neutral
518,CNBCTV:  #Chromecast beats #AppleTV #aapl http://t.co/uX3vYSzHhu,-1,negative
519,I'm learning all about Apple at @Influenster! @Apple http://t.co/CKyptDnrtg,0,neutral
520,RT @mkschuster: . @apple why is my computer so slow,-1,negative
521,CNBCTV: Buy #Apple's pullback? http://t.co/nlu6irYKVL #aapl,0,neutral
522,@apple please make an iflipphone,0,neutral
523,RT @smartoutsource1: @Apple #iPod lawsuit will reveal unseen Steve Jobs video http://t.co/nEF5qOGbHE,0,neutral
524,"When a company is playing catch-up, it lost its innovation momentum. Sorry @apple http://t.co/jSDeyIpnek via @tomshardware",-1,negative
525,Who knows someone that works or has worked @apple in Cupertino? #bayarea #techies,0,neutral
526,.@Apple patents new tech that shifts #iphone's center of gravity during falls so it lands with minimal damages. http://t.co/Keq4BpXQDU,0,neutral
527,. @apple I don't think the '59' should be so close to the '00' when setting an alarm on an iPhone. Many times I have fallen victim to this.,-1,negative
528,Is now a good time to switch to @Apple #iCloud Drive ? http://t.co/XdSZpusYWq,0,neutral
529,Way to stay relevant RT @thehill: Justice Department cites 18th century federal law to get @Apple to unlock iPhones: http://t.co/mptcggWZO1,0,neutral
530,Update: #Apple's #HealthKit Seeing Early Adoptions #AAPL http://t.co/dtJI2hNtoq,0,neutral
531,All my Apps on @apple #ipodtouch5thgen http://t.co/cRhwdbSxSx http://t.co/UNpPU4zrRq,0,neutral
532,@losskitty @Apple its always like that with new products from apple,0,neutral
533,@styIesburn @Apple DOIS,0,neutral
534,@YouKantFindMe @Apple kashka and clave own your mind,0,neutral
535,1 in 10 US iPhone 6 owners have now used @Apple Pay - report  http://t.co/JkiQUH9i86,0,neutral
536,"#iPhone6 users complain to @Apple [#Apple] about front. (#Wednesday, 3 #December) http://t.co/PiCjZ3u6us",-1,negative
537,@Apple @DonorsChoose @BestBuy Help me reach my goal.,0,neutral
538,"@nheagy @apple needs to stop auto arranging the home screen, and allow users to position apps wherever they want.",-1,negative
539,@marxculture @AppleUK_ @Apple Yeh was thinking of doing exactly that. Just wanna install decent unix on ok hardware &amp; live happily everafter,0,neutral
540,@Apple I h8 everything about u,-1,negative
541,im so pissed i plugged my phone in overnight but it didnt charge fuck u @apple,-1,negative
542,"85 Ideas from 85 Years: Microchips, @google , @Walmart, @apple, junk bonds, the Pill and Singapore make the list. http://t.co/515obKajDK",0,neutral
543,"WTF @Apple, synching notes or iCloud pages is unusable. It used to be easier.",-1,negative
544,RT @dbreeeezy_: so with ios8 u can delete a contact but its not actually deleted fml fuck u @apple,-1,negative
545,media reports say that @Apple is hiring pros from the fashion and retail industry - #wearabletechnology is fashion http://t.co/IVWpWzgUp7,0,neutral
546,@Apple why isn't there an otter emoji,0,neutral
547,"RT @JPDesloges: How Apple Will Boost Profits During the Holiday Quarter and Beyond $AAPL #aapl
http://t.co/lHsL5ORJS7",0,neutral
548,"RT @_Jamelia_: Dude, @apple is all over the marketing for beats. They have a great marketing team at apple.",1,positive
549,@twitter @facebook @AlibabaTalk @google @Apple n more in race to win payments? What's future of #payments start-ups? @microsave @FinTechHub,0,neutral
550,RT @jopocop: BloombergTV:  #SteveJobs Testimony to Play Key Role in #iPod Trial http://t.co/vVRrZZMUdL #aapl,0,neutral
551,1st quarter ? RT @Ms_BiAnCa_BiSa: @MhDaDon @Apple next year,0,neutral
552,another fucking software update? really? @apple,-1,negative
553,@_emilymahon @nosheenh2oo9 @Apple shut the hell up,-1,negative
554,So so sooooo annoyed. Did the restore from my back up and lost my voice mails. I needed to keep those. Thanks a lot @apple,-1,negative
555,.@apple fix yourself http://t.co/l1VsGFaQib,-1,negative
556,@apple @stevejobs @iTunesMusic yooo fam it's been 48 hours where's my email back I need that @JColeNC album when it drops,-1,negative
557,"Apple:Dec 9 Trading Daily Profit $3.48/sh, Weekly Profits of $6.26/sh  #aapl #Stockaction #trading #Stocks #MKt  
http://t.co/UWiS8GwJ17",0,neutral
558,#WearableDevices To #Consumers : You're Putting Me On - http://t.co/2eSSgN5Wsv #IBDNews via @IBDinvestors  #aapl #nke #grmn #amba #invn,0,neutral
559,@angelicaxpham does it look like i fucking have 12 days @apple,-1,negative
560,@sashametro Its the iupdate process that is so incensing. what rubbish. Hopefully @apple will be irrelevant again soon.,-1,negative
561,"Apple MacBook (鶯949.86)
http://t.co/f5IHhOnzHM
@office_nerd @apple
#tech http://t.co/dWX2Q7sS6F",0,neutral
562,RT @FrankThePilot: can we get a touch screen macbook @apple,0,neutral
563,Mark #Zuckerberg Slams Tim #Cook: You Don't Care About Your Customers #fb #aapl http://t.co/HWDmpRoIgT http://t.co/58j6KPMIlI,-1,negative
564,Check out our Founder @gernieb views on @Apple &amp; @facebook #EggFreezing benefits for female engineers: https://t.co/vHZ1RcNWru #WomenInTech,0,neutral
565,Safari just crashed on me and I didn't have any tabs open wtf @apple,-1,negative
566,#xcode #AAPL - source kit crash in swift - getting annoying now.,-1,negative
567,I love my phone so much thank you based god @apple,1,positive
568,@justinbieber @apple get on it,0,neutral
569,"New @apple problem. At airport. Boarding pass on phone. Held up to scanner at security, and my #ApplePay credit card takes over screen.",-1,negative
570,RT @spencerescott: Have Apple's iPad Sales Peaked? #AAPL http://t.co/zDUTviV8ys,0,neutral
571,"Apple: Kantar's Data Points To A Huge December Quarter $AAPL #aapl
http://t.co/kQvqbBr5Aa",0,neutral
572,more* fuck you @iphone @apple,-1,negative
573,@SwiftKey @Apple too bad all third party keyboards on iOS are buggy as hell and therefore completely unusable. Undeserved.,-1,negative
574,"APPLE - Fibonacci Technicals Levels - LAST  Intraday  Update - $AAPL #aapl 
http://t.co/OeYEqn72er",0,neutral
575,the fuck kinda gay shit you print in the fucking ketosis @apple,-1,negative
576,@apple #apple #iphone @iphone #iphone4s #iphone4problems  SOMEONE FUCKING HELP ME SOMEONE WHO WORKS AT APPLE FUCKING HELP ME DO UR JOB CUNTS,-1,negative
577,I hate you so much @apple @macs,-1,negative
578,Apple Inc. vs Google Inc: The Battle Of The Tech Giants http://t.co/eQx6S6fxtP #AAPL,0,neutral
579,"JMP Securities Thinks Apple, Inc. Is Going to $150: Time to Sell? http://t.co/0K1VgDqHqE #AAPL",0,neutral
580,Attention @apple! Your free iPads would go faster if your emails didn't go straight to junk folders. #sortitout,-1,negative
581,@umo_games @Apple thanks for the info. Genius was able to get the computer booted by forcing the discreet video card on boot,1,positive
582,Why @Apple Needs #China to Love the #AppleWatch (AAPL): http://t.co/psajA2okfM via @themotleyfool #Wearables #WearableTech #Apple,0,neutral
583,"#apple to expand #retail in #India by opening 500 new stores.

@Apple http://t.co/rzhMzoQE1v",0,neutral
584,RT @HorseshoeBmore #Holiday #Giveaway! To ensure you stay in touch on the go ck out brands like @Apple @amazon http://t.co/EhR3sX3DJG,0,neutral
585,@renoxalex @Apple so sick @tacobell is petitioning for one,0,neutral
586,"So, Which #PromoProduct suppliers carry brandable @Apple compliant adapters? #HeadsAreGoingToRoll",0,neutral
587,@Apple iSchool? http://t.co/qpDxDpX3Qj #education @applenws,0,neutral
588,Very displeased with the lack of #BDSM themed #Emojis. @Apple @Android,-1,negative
589,Every time I change keyboards this come up. Like wtf @apple get your shit together http://t.co/A9cimyYod8,-1,negative
590,My iPod touch case 5 @apple #ipodtouch5thgen http://t.co/8H6UXnwx9P http://t.co/PzaZYtxpGX,0,neutral
591,RT @pambesteder: @TeamCavuto @Apple At this point it's not anger. It's simply a manifestation of stupid.,-1,negative
592,@sashametro @mayhembcn @apple happy to help..if u use kind words :). Using apple process is free and fast. http://t.co/qQGQokjaxE. DM with ?,1,positive
593,"It's been said 'don't talk about politics', But I can't take it anymr. I'll still post about @cisco, @apple and others. But we need change.",0,neutral
594,still can't merge multiple apple-id's @apple #fail http://t.co/5BNAihk58p,-1,negative
595,JMP raises #Apple price target to Street-high $150 on 'exceptionally strong: Apple Insider: #AAPL: 115.49 (-0.... http://t.co/qbgp7vm6Re,0,neutral
596,I will definitely think carefully in the future about buying something from @itunes if @apple Support can't even tell me what's going wrong.,-1,negative
597,Is It Time to Buy the Dip in Apple Inc. Stock? http://t.co/yDiX7wZOLP #AAPL,0,neutral
598,yall chargers weak yall needa make iPhone charger otterboxes for the cord @apple,-1,negative
599,@Juicy_Potato @Apple tbh annoyed with apple's shit at the moment,-1,negative
600,My iPAD is playing disgusting music and I cannot make it stop. HELP! @apple,-1,negative
601,@apple how/why did my iCal undo 6 months of entries related to recurring date entries? they all re-set to 'pay CC'. i had changed to $amnt..,-1,negative
602,.@apple you suck,-1,negative
603,Our new @Technogym treadmills getting assembled. Could only be better if @Apple #CarPlay was compatible... http://t.co/C406UvH1uK,0,neutral
604,@apple #greatservice thanks for helping me out. #sylvester,1,positive
605,Disgusted with @apple advertising for the iPad air. #falseadvertising #nono,-1,negative
606,@pill0w_talk well dey need one get on it @apple,0,neutral
607,"Typo Launches New iPhone 6 Keyboard, Avoiding Previous BlackBerry Lawsuit [iOS Blog] http://t.co/M431nBVAAX #AAPL",0,neutral
608,@apple fuck yo shit,-1,negative
609,"#Russia Could #Ban #Apple Inc. #iPhone For #Lawmakers | @ValueWalk http://t.co/QHgO1Ncbgr #AAPL #tech

For reverse #security reasons",0,neutral
610,Steve Wozniak to Star in an Upcoming Reality TV Show Focusing on Futuristic Tech [Mac Blog] http://t.co/88VJAjePI4 #AAPL,0,neutral
611,IT'S NOT LIKE THE APP COSTS MONEY JUST LET ME DOWNLOAD IT @APPLE,-1,negative
612,RT @huffpostgay: @Apple CEO Time Cook gets a unique honor in his home state of Alabama http://t.co/TDRfmjsV7L,0,neutral
613,@Apple YH News Apple's antitrust lawsuit may not have any plaintiffs: The lawyer suing Apple for antitrust may...  http://t.co/hNuWafq0sI,0,neutral
614,"had android chargers for years &amp; they're still top tier. please keep up, @Apple.",-1,negative
615,"RT @BigBlindz: BlackBerry wants your iPhone, and will pay for it.
http://t.co/ydpQJKKfvM
 #bbry $bbry #blackberry #iPhone $aapl #aapl",0,neutral
616,Is Apple The Most Important Stock On Earth?  http://t.co/I5DCA8DagG #aapl http://t.co/Qk9EPOOmhl,0,neutral
617,@TeamCavuto @JustinRaimondo @Apple it's you,0,neutral
618,"RT @CNET: @Apple pioneer Bill Fernandez on @Google Glass, Oculus Rift and the look of the future http://t.co/YSvkfs1h6a #innovation",0,neutral
619,Why is it so hard to reach / buy Suicide Squad comics at apple store in Turkey? @apple @DCComics @AppleTurkey,-1,negative
620,"It's Sunday night, wanna watch #COMET online? If you're an @apple person then just head on over to @itunes. https://t.co/xTwFKIAHZV",0,neutral
621,"Forget #Apple, Here Are Better #Tech Stocks to Buy | The Motley Fool #aapl http://t.co/drJdIvOtxu",-1,negative
622,No at typo changing my words. Get it together @apple,-1,negative
623,"#Rumors #Surface for @Apple [#Apple] #iPhone6S and #iPhone7 in #2015. (#Wednesday, 3 #December) http://t.co/ErwYTy3heX",0,neutral
624,BloombergTV:  #iPod Trial: Consumers Had Other MP3 Options: Gauna http://t.co/yNfVXKsnda via @BloombergTV #aapl,0,neutral
625,"More expensive @Apple products failing after less than 18 months.  No warranty, no recourse. Why is it we buy this junk again?",-1,negative
626,RT @RatingsNetwork: Apple's PT raised by Citigroup Inc. to $135.00. http://t.co/LNHaOfRxU2 $AAPL #AAPL,0,neutral
627,RT @_emilymahon: @nosheenh2oo9 @Apple this is my most favorite tweet,1,positive
628,I've been considering suing @apple for putting that shitty U2 album on my phone,-1,negative
629,@apple has caused me so much pain today,-1,negative
630,Is Apple Inc. Losing the $5 Billion Ed-Tech Market? http://t.co/uc6KDLEFLM #AAPL,0,neutral
631,"@TeamCavuto @Apple A protest should not show any form of violence, because violence is very destructive: https://t.co/DvTwIh8MdV",0,neutral
632,hey @apple fuck you just let me change stores,-1,negative
633,"Even MORE reason for @Apple to stop using benzene in its manufacturing.

http://t.co/NjdYqwfVAE",0,neutral
634,Whoever downgrades from a iphone 6 to a 5S obviously doesn't understand the extra 20% battery life. Every morning my 5S is dead. @apple,-1,negative
635,I'm so done with this piece of shit phone why doesn't it ever send me notifications when taylor tweets fuck u @apple,-1,negative
636,Great piece from @howardlake on @apple &amp; the new #RED #app store - profits from exclusive content go to @GlobalFund: http://t.co/XpOzPTnWSV,1,positive
637,Just got the iPhone 6+ @apple,0,neutral
638,U.S. Government Attempts 'Hail Mary' to Get #Apple To Unlock #iPhones #aapl http://t.co/EzUsCC5ZgI,0,neutral
639,I hate these @apple earphones so bad. Why in the world did they think it was a good idea to p http://t.co/X7lIGAQeG5 http://t.co/ihR2OGZa6s,-1,negative
640,"RT @SFBJNews: Here are @SFBJEditor 5 things to know today, including who is hoarding the @Apple #iPhone6 http://t.co/lwacRDp3vU",0,neutral
641,"#iPhone6, #6 Plus Availability And Wait Time Update: @Apple [#Apple] Store, Verizon .... (#Sunday, 7 #December) http://t.co/edyMMWIYeN",0,neutral
642,"@EM_Magazine @Apple How about showing us also in Sonar X3,Ableton Live,Propellerhead Reason,Reaper and MixCraft.",0,neutral
643,my phone is so slow now that i updated to ios 8 im so angry @apple fix this,-1,negative
644,NO CALLER ID must be able to be BLOCKED on @AppIeOfflciaI products. @applenws @apple #Apple #iPhone6 #iPhone6Plus,-1,negative
645,Lol fuck you. I'm still not buying a new one. @Apple http://t.co/XHqOVbNfZK,-1,negative
646,Help? 4s won't sync (doesn't even give option) w/ latest @itunes. Tried fixes I found... no bueno. Thoughts? @apple #techsupport,-1,negative
647,MacBook Pro 13   Non-retina First Startup: http://t.co/9l6RK2OLq2 via @youtube @apple #macbook #macbookpro #startup #hipster,0,neutral
648,@Apple can you please make a charger that actually last,-1,negative
649,TheStreet:  #Apple Gets Price Target Boost on Back of Strong #iPhone Demand #aapl  http://t.co/f2qTGIBDDq,0,neutral
650,@OneRepublic @Apple Maximally concentrated Brent ^_^,0,neutral
651,@apple @nike #BlackDollarsMatter: An Open Letter to the Companies That Support #LGBTQ Marriage Equality/Civil Rights. http://t.co/F2uslRVbBc,0,neutral
652,It's just dawned on me that I've probably spent more on replacing frayed / non functioning Iphone cables than I've spent on iPhones @apple,-1,negative
653,iPhone chargers can suck my ass @apple #disappointed,-1,negative
654,#AAPL:One Of Apple's Earliest Employees Describes The First Time Steve Jobs ...http://t.co/4E0xzglORa,0,neutral
655,"had soo many iPhones and never had a problem, smashed 2 screens in 3 months with this 6 @apple u can suck my balls",-1,negative
656,okay so now the sound to my phone is messed up..I really think you're doing this on purpose @apple,-1,negative
657,@Apple to Host Free #Coding Workshops in Stores http://t.co/jqAciR5UrY,0,neutral
658,@apple #apple corporate raiders selling weak products that stop working within weeks&amp;apple gets out of warranty by claiming dampness,-1,negative
659,Details of the #Apple Inc. #iPadMini4 Revealed | The Motley Fool #aapl http://t.co/rDTJniTaUs,0,neutral
660,"No, @Apple, don't 'remind me tomorrow'. Just f'ing TELL ME what the updates you want to install actually ARE.",-1,negative
661,#AAPL:Apple heads to trial with Steve Jobs as a witness...http://t.co/qq3XcPJPTk,0,neutral
662,RT @TypicaIStoner: RT if you think @Apple should approve this Emoji http://t.co/MI6sKtkaye,0,neutral
663,"I was out to dinner last night and left my computer to charge.  Had the fire happened then, I'd have no house.  @Apple #AppleCordFire",-1,negative
664,Dear @apple @itunes WOW! You really made iTunes SUCK! Please stop updating it and making it worse than it was before. Thank you.,-1,negative
665,Mark #Zuckerberg Slams Tim #Cook: You're Not In Alignment With Your Customers #fb #aapl http://t.co/HWDmpRoIgT http://t.co/YUIelx9q2J,-1,negative
666,@Apple ??? My iPhone 3 which has been sitting quietly for a year in a protective case just split open at the back http://t.co/PyoHjiuG03,-1,negative
667,what the hell is this 5gbs of 'other' data on my phone @Apple?????????,-1,negative
668,@ok_fatty @apple thanks 4 almost burning my house down,-1,negative
669,.@apple has a 40% market share of UK smartphone market - driven by the Iphone 6. Great that over a third of sales were made in Apple stores.,1,positive
